"logno","name","message","ip","color","user_option","serv_option","logtime"
"1811588471","OWNER","NEW CHAT ROOM!","OWNER","",,,"2018/06/15 19:12:08"
"1811588782","221.113.161.254","ENTER:No35 杉下右京","NOTIFY","",,,"2018/06/15 19:17:19"
"1811588801","No35 杉下右京","?ルール（利用前に読んでください）?","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=large&kanappsIcon=9l4x1620aqio880i.jpg","openid=anRSI2Khk9f1zSvQi1ZHyIOofNLTiyRq&","2018/06/15 19:17:46"
"1811588826","No35 杉下右京","１:","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=anRSI2Khk9f1zSvQi1ZHyIOofNLTiyRq&","2018/06/15 19:18:17"
"1811588848","No35 杉下右京","個人情報は書き込まないこと","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=anRSI2Khk9f1zSvQi1ZHyIOofNLTiyRq&","2018/06/15 19:18:37"
"1811588895","No35 杉下右京","(氏名、住所、学校名、電話番号、待ち合わせ場所etc)","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=anRSI2Khk9f1zSvQi1ZHyIOofNLTiyRq&","2018/06/15 19:19:28"
"1811588907","No35 杉下右京","2:","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=anRSI2Khk9f1zSvQi1ZHyIOofNLTiyRq&","2018/06/15 19:19:36"
"1811588915","No35 杉下右京","必ずペンネームを使用すること","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=anRSI2Khk9f1zSvQi1ZHyIOofNLTiyRq&","2018/06/15 19:19:50"
"1811588970","No35 杉下右京","3:","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=anRSI2Khk9f1zSvQi1ZHyIOofNLTiyRq&","2018/06/15 19:20:35"
"1811589041","No35 杉下右京","ささやき（ダイレクトメッセージのこと)も書き込みも全て、外部から閲覧可能だと思っておくこと","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=anRSI2Khk9f1zSvQi1ZHyIOofNLTiyRq&","2018/06/15 19:21:48"
"1811589082","No35 杉下右京","4:","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=anRSI2Khk9f1zSvQi1ZHyIOofNLTiyRq&","2018/06/15 19:22:24"
"1811589106","No35 杉下右京","できるだけ他の班の人などには言わないようにすること","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=anRSI2Khk9f1zSvQi1ZHyIOofNLTiyRq&","2018/06/15 19:22:44"
"1811699412","182.158.132.102","ENTER:えり","NOTIFY","",,,"2018/06/16 09:14:12"
"1811699475","えり","了解です！","182.158.132.102","","","openid=ANiTCNGNYUkHFgYQ8hG7eZGJGubwhKaT&","2018/06/16 09:15:25"
"1811699789","182.158.132.102","EXIT_P:えり","NOTIFY","",,,"2018/06/16 09:20:10"
"1811699848","60.112.103.16","ENTER:H_Kadoi","NOTIFY","",,,"2018/06/16 09:21:04"
"1811699894","H_Kadoi","りょ","60.112.103.16","#000000","bold=false&italic=false&strike=false&size=normal","openid=W1ARu9n8gPZ7MdsIEue5z5YqomHxldYI&","2018/06/16 09:21:58"
"1811700852","60.112.103.16","EXIT_P:H_Kadoi","NOTIFY","",,,"2018/06/16 09:34:05"
"1811767392","219.19.102.12","ENTER:えり","NOTIFY","",,,"2018/06/16 16:54:46"
"1811767575","えり","とりあえず、コンセプトや目的を決めたいんですけど、なにか案ありますか？？","219.19.102.12","","","openid=tziK2EVyRO9z5dH94Jtrl5xTmlsZ6BaE&","2018/06/16 16:56:05"
"1811767581","219.19.102.12","EXIT:えり","NOTIFY","",,,"2018/06/16 16:56:06"
"1811778783","221.113.161.254","ENTER:No35 杉下右京","NOTIFY","",,,"2018/06/16 18:08:22"
"1811780010","113.156.104.161","ENTER:Emma","NOTIFY","",,,"2018/06/16 18:15:19"
"1811780264","Emma","こんばんは！","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=MWhrjsfN456EcRN1Rk2oIjZrLHGyTrYc&","2018/06/16 18:16:34"
"1811780353","No35 杉下右京","こんばんはです！","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=TZQS63ZYhFiIo03yLuBosvhlhIPONfaC&","2018/06/16 18:17:09"
"1811780358","Emma","開業しようとしたら間違えました！ごめんなさい","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=MWhrjsfN456EcRN1Rk2oIjZrLHGyTrYc&","2018/06/16 18:17:10"
"1811780392","Emma","改行です","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=MWhrjsfN456EcRN1Rk2oIjZrLHGyTrYc&","2018/06/16 18:17:21"
"1811780833","No35 杉下右京","コンセプトどうしましょうか。。","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=TZQS63ZYhFiIo03yLuBosvhlhIPONfaC&","2018/06/16 18:19:39"
"1811780889","Emma","どうしましょうか","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=MWhrjsfN456EcRN1Rk2oIjZrLHGyTrYc&","2018/06/16 18:19:53"
"1811780964","Emma","とりあえずこの前先生に企画書を提出しに行きました。","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=MWhrjsfN456EcRN1Rk2oIjZrLHGyTrYc&","2018/06/16 18:20:18"
"1811781063","Emma","あー今からご飯らしいので、この続きはお楽しみということで！","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=MWhrjsfN456EcRN1Rk2oIjZrLHGyTrYc&","2018/06/16 18:21:03"
"1811781080","113.156.104.161","EXIT:Emma","NOTIFY","",,,"2018/06/16 18:21:09"
"1811782525","219.19.102.12","ENTER:えり","NOTIFY","",,,"2018/06/16 18:30:22"
"1811783384","219.19.102.12","EXIT_P:えり","NOTIFY","",,,"2018/06/16 18:36:50"
"1811787195","221.113.161.254","EXIT_P:No35 杉下右京","NOTIFY","",,,"2018/06/16 19:04:15"
"1811787450","221.113.161.254","ENTER:No35 杉下右京","NOTIFY","",,,"2018/06/16 19:06:43"
"1811787888","219.19.102.12","ENTER:えり","NOTIFY","",,,"2018/06/16 19:09:40"
"1811788093","えり","そう、企画書提出したら、コンセプトをもっと明確にしろって言われたらしくて、、、","219.19.102.12","","","openid=q2xIJp3Rd9vWxb9KPFCYwdzyClXtq75n&","2018/06/16 19:11:08"
"1811788787","219.19.102.12","EXIT_P:えり","NOTIFY","",,,"2018/06/16 19:15:41"
"1811789040","No35 杉下右京","現時点のコンセプトってどんな感じですか？","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=vMesl0yQQhhqpawNkEj7th2DmtOQ14DK&","2018/06/16 19:17:23"
"1811791825","113.156.104.161","ENTER:Emma","NOTIFY","",,,"2018/06/16 19:35:54"
"1811792001","Emma","すいません！忘れてたわけじゃないけど忘れてました","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=PlI1IOTuDbKXFmKSh1pKjCMEZGuWJUwS&","2018/06/16 19:37:00"
"1811792034","Emma","とりあえず仮で","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=PlI1IOTuDbKXFmKSh1pKjCMEZGuWJUwS&","2018/06/16 19:37:14"
"1811792080","Emma","・売り上げを増加させる","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=PlI1IOTuDbKXFmKSh1pKjCMEZGuWJUwS&","2018/06/16 19:37:33"
"1811792160","Emma","・ビジネスで来た外国人に「和」を感じてもらう","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=PlI1IOTuDbKXFmKSh1pKjCMEZGuWJUwS&","2018/06/16 19:38:04"
"1811792193","Emma","以上２つが目的です","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=PlI1IOTuDbKXFmKSh1pKjCMEZGuWJUwS&","2018/06/16 19:38:18"
"1811792770","Emma","先生に「和を感じるって、何を根拠にするのかが分からない(＝主観的になる)」と言われたっちゅうこっちゃです","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=PlI1IOTuDbKXFmKSh1pKjCMEZGuWJUwS&","2018/06/16 19:41:32"
"1811792817","Emma","改行できなくて醜くてごめんなさい！","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=PlI1IOTuDbKXFmKSh1pKjCMEZGuWJUwS&","2018/06/16 19:41:52"
"1811792871","No35 杉下右京","大丈夫です。","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=vMesl0yQQhhqpawNkEj7th2DmtOQ14DK&","2018/06/16 19:42:15"
"1811793406","Emma","あと目的とは別件で「今ひとつしか案がないから、もしできなかったときのための他の案もいくつか考えておかないとだめだ」と言われました。","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=PlI1IOTuDbKXFmKSh1pKjCMEZGuWJUwS&","2018/06/16 19:45:17"
"1811793444","No35 杉下右京","なるほど。。","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=vMesl0yQQhhqpawNkEj7th2DmtOQ14DK&","2018/06/16 19:45:29"
"1811793612","Emma","情報が回ってなくて申し訳ないのですが、今のところ夏休み前","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=PlI1IOTuDbKXFmKSh1pKjCMEZGuWJUwS&","2018/06/16 19:46:30"
"1811794083","Emma","か夏休み中にお店に行って取材とかアンケートのお願いをする予定なのですが、これに対しても","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=PlI1IOTuDbKXFmKSh1pKjCMEZGuWJUwS&","2018/06/16 19:48:54"
"1811794098","No35 杉下右京","和を感じるじゃなくて、日本の文化を学んでもらう？みたいな感じにしたらどうでしょうか。。","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=vMesl0yQQhhqpawNkEj7th2DmtOQ14DK&","2018/06/16 19:48:59"
"1811794161","Emma","「もしできなかったらどうするのか？」って言われました","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=PlI1IOTuDbKXFmKSh1pKjCMEZGuWJUwS&","2018/06/16 19:49:14"
"1811794319","Emma","癖で改行してしまう…ごめんなさい！","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=PlI1IOTuDbKXFmKSh1pKjCMEZGuWJUwS&","2018/06/16 19:50:06"
"1811794369","Emma","あ、よいと思います！","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=PlI1IOTuDbKXFmKSh1pKjCMEZGuWJUwS&","2018/06/16 19:50:25"
"1811794384","113.156.104.161","EXIT:Emma","NOTIFY","",,,"2018/06/16 19:50:31"
"1811794504","No35 杉下右京","あ、改行してしまうのは全然大丈夫です！","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=vMesl0yQQhhqpawNkEj7th2DmtOQ14DK&","2018/06/16 19:51:10"
"1811794872","219.19.102.12","ENTER:えり","NOTIFY","",,,"2018/06/16 19:53:02"
"1811795133","No35 杉下右京","もし、できなかったらどうするのか。。って言われても。。","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=vMesl0yQQhhqpawNkEj7th2DmtOQ14DK&","2018/06/16 19:54:09"
"1811795188","えり","ですね、、、","219.19.102.12","","","openid=mGjeGsVU6E0uINUcpElmnwdF3k7G1V7j&","2018/06/16 19:54:24"
"1811795364","えり","「日本の文化を学んでもらう」、良いと思います！","219.19.102.12","","","openid=mGjeGsVU6E0uINUcpElmnwdF3k7G1V7j&","2018/06/16 19:55:06"
"1811795853","No35 杉下右京","お店のホームページ見たのですが、席がほりごたつでかなり日本っぽいですね","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=vMesl0yQQhhqpawNkEj7th2DmtOQ14DK&","2018/06/16 19:57:24"
"1811796271","219.19.102.12","EXIT_P:えり","NOTIFY","",,,"2018/06/16 19:59:25"
"1811798354","221.113.161.254","EXIT_P:No35 杉下右京","NOTIFY","",,,"2018/06/16 20:10:04"
"1811804834","113.156.104.161","ENTER:Emma","NOTIFY","",,,"2018/06/16 20:36:40"
"1811805080","Emma","言い忘れてたのですが、この前先生に","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=eukvrjTJQ3UbalE2ij50pTY2CpH2MIQI&","2018/06/16 20:37:34"
"1811805134","Emma","「どこまで介入してよいのか？」","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=eukvrjTJQ3UbalE2ij50pTY2CpH2MIQI&","2018/06/16 20:37:48"
"1811805158","Emma","という質問をしたところ","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=eukvrjTJQ3UbalE2ij50pTY2CpH2MIQI&","2018/06/16 20:37:55"
"1811805174","Emma","「どこまででも」","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=eukvrjTJQ3UbalE2ij50pTY2CpH2MIQI&","2018/06/16 20:38:00"
"1811805292","Emma","「ただ、思い描いているものがすべてできるとは思わないでほしい」","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=eukvrjTJQ3UbalE2ij50pTY2CpH2MIQI&","2018/06/16 20:38:28"
"1811805590","221.113.161.254","ENTER:No35 杉下右京","NOTIFY","",,,"2018/06/16 20:39:41"
"1811805641","Emma","と言われました。","113.156.104.161","#000000","bold=false&italic=false&strike=false&size=normal","openid=eukvrjTJQ3UbalE2ij50pTY2CpH2MIQI&","2018/06/16 20:39:53"
"1811805737","No35 杉下右京","了解です。","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=7rypGZsaRvvxMEUfSdL44BiltZcZa4s3&","2018/06/16 20:40:19"
"1811806261","No35 杉下右京","https://tripeditor.com/330822","221.113.161.254","#000000","bold=false&italic=false&strike=false&size=normal&kanappsIcon=9l4x1620aqio880i.jpg","openid=7rypGZsaRvvxMEUfSdL44BiltZcZa4s3&","2018/06/16 20:42:15"
